age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income>50K
48,0,273435,3,9,0,1,2,0,1,0,1579,40,0,0
34,0,139753,1,10,2,4,3,0,0,2174,0,50,0,0
51,0,103803,3,9,0,7,2,4,1,0,0,50,0,0
30,0,177216,4,15,0,5,2,4,1,0,1740,40,28,0
39,0,115418,1,10,2,8,1,0,0,2174,0,45,0,0
27,0,123147,1,10,2,5,5,0,0,0,0,25,0,0
30,0,78374,3,9,0,3,4,1,0,0,0,40,0,0
43,0,245937,1,10,0,5,2,0,1,0,0,65,0,0
50,5,24647,1,10,0,8,2,0,1,0,0,40,0,1
30,0,324120,3,9,0,6,2,0,1,0,0,50,0,0
39,1,211785,3,9,2,1,1,4,0,0,0,20,0,0
61,0,188172,13,16,4,5,3,0,0,0,0,5,0,0
33,0,212491,3,9,1,5,3,4,0,0,0,40,0,0
73,1,110102,3,9,4,9,3,0,1,0,1668,77,0,0
48,1,136455,1,10,0,2,0,0,0,0,0,60,0,0
25,0,236421,9,8,2,2,1,4,1,0,0,40,0,0
65,0,176279,6,11,0,2,2,0,1,0,0,35,0,0
20,0,211968,1,10,2,5,1,0,0,0,0,15,0,0
33,4,133876,3,9,1,1,5,0,1,0,0,40,0,0
19,0,216413,1,10,2,2,1,0,0,0,0,20,0,0
43,0,240698,0,13,0,8,2,0,1,0,0,40,0,1
42,0,159911,3,9,1,2,5,0,0,0,0,40,0,0
31,0,254494,1,10,2,4,1,4,1,0,0,40,0,0
44,4,73199,6,11,1,0,5,1,1,0,0,40,0,0
40,0,51233,0,13,1,7,5,0,0,0,0,38,0,0
37,0,112812,0,13,1,4,3,0,0,0,0,40,0,0
29,4,181282,0,13,1,5,3,0,1,0,0,50,0,0
55,0,67450,13,16,2,5,3,0,1,0,0,40,2,0
69,0,113035,11,2,4,11,3,4,0,0,0,4,0,0
69,2,182451,0,13,3,4,3,0,1,0,0,40,0,0
44,0,147265,10,14,0,5,2,0,1,0,0,40,0,1
39,0,218490,0,13,0,3,2,0,1,0,1848,40,0,1
46,0,168191,3,9,3,1,3,0,1,0,0,2,16,0
49,0,175622,10,14,0,5,2,0,1,0,0,40,0,0
19,1,30800,12,6,5,8,5,2,0,0,0,40,0,0
27,0,226441,0,13,2,5,4,0,0,0,0,40,0,0
48,1,213140,8,4,0,1,2,0,1,0,0,40,16,0
24,0,218678,1,10,2,3,3,0,1,0,0,49,0,0
27,0,187746,1,10,2,2,1,0,0,0,0,40,0,0
19,0,247298,9,8,5,2,1,3,0,0,0,20,0,0
65,0,119769,3,9,4,11,5,4,0,0,0,20,0,0
37,0,127772,0,13,0,4,2,0,1,0,0,50,0,1
61,0,147280,10,14,0,4,2,0,1,0,0,60,0,1
35,0,188243,3,9,1,7,5,0,0,0,0,48,0,0
27,0,137063,0,13,0,3,2,0,1,0,0,50,0,0
24,0,204653,1,10,2,1,1,0,1,0,0,40,0,0
17,0,317702,7,5,2,2,1,4,0,0,0,40,0,0
32,0,184207,3,9,1,1,3,0,1,0,0,40,0,0
46,0,306993,14,3,0,6,2,0,1,0,0,40,0,0
38,0,127865,10,14,2,8,5,0,0,0,0,40,0,0
47,0,168232,0,13,0,8,2,0,1,7298,0,40,0,1
52,0,145879,1,10,0,3,2,0,1,0,0,65,0,0
19,0,369527,1,10,2,5,1,0,0,0,0,40,0,0
37,0,238311,3,9,0,7,2,4,1,0,0,36,0,1
43,0,252519,0,13,0,6,2,4,1,0,0,40,28,1
45,0,259463,6,11,0,5,2,0,1,0,0,40,0,1
26,0,180514,0,13,2,1,3,4,1,0,0,40,0,0
23,0,173851,1,10,2,1,3,0,1,0,0,40,0,0
28,0,152951,3,9,1,6,3,0,1,0,0,40,0,0
59,4,102442,0,13,0,5,0,0,0,0,0,45,0,1
23,0,71864,1,10,2,4,3,0,0,0,0,35,0,0
36,0,184659,3,9,0,1,2,0,1,7298,0,40,0,1
21,0,353628,12,6,3,3,5,4,0,0,0,38,0,0
29,0,606111,0,13,1,4,3,0,0,0,0,40,0,0
38,0,108140,0,13,2,2,3,0,1,0,0,20,0,0
45,1,244194,5,12,0,3,2,0,1,5178,0,40,0,1
24,0,215251,0,13,2,4,3,0,0,0,0,50,0,0
51,1,115851,3,9,0,1,2,0,1,0,0,40,0,0
17,0,297246,2,7,2,11,1,0,0,0,0,9,0,0
35,0,331831,0,13,0,3,2,0,1,0,0,40,0,0
36,0,294760,6,11,0,0,2,0,1,0,0,50,0,0
25,0,176047,3,9,2,7,1,0,0,2176,0,40,0,0
38,0,123031,3,9,0,8,2,1,1,0,0,48,37,0
59,0,189721,0,13,0,6,2,0,1,0,0,40,16,1
20,0,243010,3,9,2,7,4,3,1,0,0,32,0,0
40,1,26892,0,13,6,5,2,0,1,7298,0,50,0,1
54,1,121761,3,9,0,4,2,1,1,0,0,50,0,0
46,0,83064,5,12,0,7,2,0,1,0,0,40,0,1
31,0,339482,3,9,0,1,2,0,1,0,1848,40,0,1
37,0,202950,3,9,0,10,2,0,1,0,0,40,0,1
23,0,292023,3,9,2,4,3,0,1,0,0,45,0,0
30,0,188362,3,9,0,4,2,0,1,5178,0,40,0,1
31,0,35985,3,9,0,1,2,0,1,0,0,40,0,0
58,0,219537,8,4,1,7,5,0,0,0,0,40,0,0
49,4,275074,0,13,0,5,2,0,1,0,0,60,0,0
21,0,124242,1,10,2,5,1,0,0,0,0,40,0,0
50,0,154153,12,6,0,7,2,0,1,0,0,50,0,0
22,0,137876,1,10,2,5,1,0,1,0,0,40,0,0
46,0,70754,0,13,0,5,2,0,1,0,0,40,0,1
59,0,43221,7,5,0,10,2,0,1,0,0,60,0,1
29,0,37215,3,9,0,1,2,0,1,0,0,55,0,0
69,0,203313,3,9,4,2,3,0,0,991,0,18,0,0
52,0,226084,3,9,4,11,4,0,0,0,0,40,0,0
62,0,261437,1,10,0,1,2,0,1,0,0,40,0,0
22,1,210165,1,10,2,1,3,0,1,0,0,40,0,0
49,0,296849,1,10,0,4,2,0,1,0,0,40,0,1
48,0,171095,5,12,1,4,5,0,0,0,0,40,2,0
57,0,120302,3,9,0,7,2,0,1,0,0,40,0,0
34,0,117963,10,14,0,5,2,0,1,0,0,43,0,1
39,5,126336,3,9,1,5,3,0,1,0,0,40,0,0
46,4,301124,10,14,2,5,3,0,0,0,1564,45,0,1
34,1,236391,2,7,0,3,0,0,0,0,0,30,0,0
23,0,220168,3,9,2,3,4,4,0,0,0,25,18,0
44,3,218062,1,10,1,8,5,4,0,0,0,40,0,0
44,0,76487,3,9,0,10,2,0,1,0,0,40,0,0
20,0,203263,9,8,2,2,1,0,1,0,0,35,0,0
27,0,106935,1,10,3,3,3,0,1,0,0,40,0,0
34,0,81206,3,9,1,6,3,4,1,0,0,40,0,0
43,0,143046,3,9,0,7,0,0,0,0,0,40,9,0
52,4,74784,10,14,0,5,0,0,0,0,0,40,0,1
27,0,168138,3,9,2,4,1,0,1,0,0,40,0,0
23,4,247731,3,9,1,8,1,0,0,0,0,40,12,0
36,0,224531,0,13,0,3,2,0,1,0,0,50,0,1
56,0,146554,3,9,3,8,4,4,0,0,0,40,0,0
42,2,201495,1,10,0,4,2,0,1,0,0,40,0,1
51,4,88120,3,9,2,2,3,4,1,0,0,40,0,0
45,0,288437,3,9,0,10,2,3,1,4064,0,40,0,0
18,0,118847,3,9,2,5,1,0,0,0,0,24,0,0
45,0,82797,0,13,0,4,2,0,1,0,0,45,0,1
27,0,105598,3,9,2,8,3,0,1,0,0,40,0,0
19,0,192453,1,10,2,2,4,0,0,0,0,25,0,0
30,0,169589,1,10,0,8,2,0,1,0,0,40,0,0
56,1,222182,3,9,0,4,2,4,1,0,0,45,0,0
44,0,55191,4,15,2,5,3,4,0,0,0,40,0,0
49,0,165134,6,11,2,4,5,0,0,0,0,35,29,0
34,4,243867,2,7,3,7,3,4,1,0,0,40,0,0
72,0,33404,12,6,4,8,3,0,0,0,0,20,0,0
57,0,137658,3,9,0,5,2,3,1,0,0,5,29,0
45,3,106910,3,9,2,10,5,1,0,0,0,40,0,0
24,0,52242,3,9,0,3,0,0,0,0,0,40,0,1
21,0,180052,1,10,2,10,1,0,1,0,0,30,0,0
32,0,207301,1,10,0,3,0,0,0,0,0,40,0,0
26,3,169101,1,10,2,0,1,0,0,0,0,40,0,0
28,0,219863,5,12,0,7,2,0,1,0,0,40,0,0
28,0,195573,3,9,0,10,2,0,1,0,0,50,0,0
35,0,144172,5,12,0,5,0,0,0,0,0,16,0,0
37,0,38468,1,10,2,8,3,0,0,0,0,40,0,0
38,0,414991,3,9,0,10,2,0,1,0,0,40,0,1
76,1,33213,10,14,0,5,2,0,1,0,0,30,0,1
46,0,137354,10,14,0,0,2,1,1,0,0,40,15,1
52,0,123780,3,9,0,8,0,0,0,0,0,38,0,0
31,4,32593,0,13,2,5,3,0,0,0,0,40,0,0
50,0,172511,1,10,0,1,2,0,1,0,0,40,0,1
50,0,69345,6,11,0,10,2,0,1,3103,0,55,0,1
22,0,85389,3,9,2,0,1,0,1,0,0,40,0,0
24,0,116788,1,10,0,2,2,0,1,0,0,40,0,0
45,0,168038,0,13,0,4,2,0,1,0,0,32,0,0
39,5,189385,1,10,3,4,5,4,0,0,0,30,0,0
51,1,32372,9,8,0,2,2,0,1,0,0,99,0,0
25,0,294406,6,11,2,5,3,0,0,0,0,30,0,0
23,0,276568,1,10,2,3,1,0,0,0,0,40,0,0
24,0,116800,6,11,2,7,1,0,1,0,0,35,0,0
18,0,142751,12,6,2,6,3,0,1,0,0,40,0,0
58,0,115605,10,14,0,5,2,0,1,0,0,50,0,1
50,3,159670,3,9,0,8,2,0,1,0,0,40,0,1
31,0,148600,3,9,0,7,2,4,1,0,0,40,0,0
21,0,197583,1,10,2,8,1,0,0,0,0,20,0,0
50,0,188882,2,7,0,7,2,0,1,0,0,40,0,0
41,0,124956,0,13,3,5,3,4,0,99999,0,60,0,1
37,0,545483,5,12,0,9,2,0,1,0,0,40,0,0
39,0,174242,0,13,0,4,2,0,1,15024,0,60,0,1
35,0,225330,0,13,2,8,3,0,0,0,0,40,0,0
36,0,273604,0,13,2,2,3,0,0,0,0,40,0,0
32,2,111746,1,10,0,1,2,0,1,0,0,40,0,0
30,0,157911,1,10,0,8,0,0,0,0,0,40,0,1
36,0,107916,3,9,0,10,2,0,1,0,2002,40,0,0
46,0,332355,1,10,0,8,2,0,1,0,0,40,0,0
56,0,192845,1,10,0,4,2,0,1,0,1887,40,0,1
28,0,232653,0,13,0,4,2,0,1,0,0,40,0,0
20,0,60639,1,10,2,3,1,0,0,0,0,28,0,0
31,0,185814,3,9,2,10,5,4,0,0,0,30,0,0
21,0,223019,3,9,2,2,1,0,0,0,0,30,0,0
18,0,230215,1,10,2,2,1,0,1,0,0,30,0,0
32,0,175856,1,10,0,3,2,0,1,0,0,40,0,0
21,0,265148,3,9,2,6,4,0,1,0,0,38,18,0
29,1,110663,3,9,3,1,3,0,1,0,0,35,0,0
29,0,133292,1,10,2,8,1,4,1,0,0,40,0,0
36,1,165855,0,13,0,3,2,0,1,0,0,40,5,0
59,0,158776,7,5,0,7,2,0,1,0,0,40,0,0
20,4,298871,3,9,2,2,1,1,1,0,0,10,0,0
38,2,64875,6,11,1,9,3,0,1,0,0,50,0,0
20,0,182661,1,10,2,3,1,4,1,0,0,20,0,0
29,0,86613,11,2,2,2,3,0,1,0,0,20,36,0
43,0,173316,1,10,0,1,2,0,1,0,0,40,0,0
22,0,207969,1,10,2,4,1,4,1,0,0,35,0,0
39,2,163057,1,10,1,1,3,0,1,0,0,99,0,0
25,4,225193,0,13,2,5,3,4,0,0,0,40,0,0
51,0,27804,1,10,1,11,5,2,0,0,0,35,0,0
45,0,178319,13,16,0,5,2,0,1,7688,0,50,0,1
49,1,208872,3,9,0,9,2,0,1,0,1672,98,0,0
30,5,290677,10,14,2,8,3,4,0,0,0,20,0,0
39,0,44041,5,12,5,8,4,0,1,0,0,60,0,0
50,0,334421,4,15,2,5,4,1,0,0,1590,25,11,0
33,1,196342,13,16,2,5,3,0,1,0,0,45,0,1
39,0,280570,0,13,0,4,2,0,1,0,0,45,0,0
36,0,150601,4,15,0,5,2,0,1,0,0,50,0,0
52,0,163998,3,9,0,3,2,0,1,99999,0,45,0,1
20,0,169184,1,10,2,5,4,4,0,0,0,40,0,0
32,4,198211,6,11,5,1,3,0,1,0,0,40,0,0
42,4,174575,0,13,0,5,2,0,1,5178,0,40,0,1
36,0,49115,5,12,0,4,2,0,1,7688,0,44,0,1
20,0,329530,7,5,2,11,1,0,1,0,0,40,20,0
31,0,118551,3,9,2,0,3,0,0,0,0,40,0,0
54,0,229375,1,10,4,3,5,0,0,0,0,40,0,0
25,0,226891,6,11,2,2,4,1,0,0,0,40,0,0
37,0,80303,1,10,0,0,2,0,1,0,0,40,0,1
49,0,178215,1,10,4,5,5,0,0,0,0,28,0,0
19,0,261259,1,10,2,6,1,0,1,0,0,35,0,0
38,1,414991,3,9,0,7,2,0,1,0,0,70,0,0
17,0,142912,12,6,2,2,1,0,1,0,0,40,0,0
30,0,382368,3,9,0,6,2,0,1,0,0,40,0,0
44,1,98106,1,10,1,4,3,0,0,0,0,40,0,0
32,5,443546,3,9,0,12,2,0,1,0,0,45,0,0
25,0,322585,3,9,2,3,3,0,1,0,0,45,0,0
21,0,403471,1,10,2,2,1,4,0,0,0,48,0,0
40,0,222504,6,11,2,5,1,0,0,0,0,36,0,0
42,4,1125613,3,9,1,2,3,4,1,0,0,40,0,0
38,0,680390,3,9,1,8,5,0,0,0,0,20,0,0
31,0,463601,3,9,2,6,4,4,1,0,0,40,0,0
34,0,87310,3,9,2,6,1,0,1,2174,0,40,0,0
42,5,99185,3,9,2,8,3,0,0,0,0,38,0,0
30,0,115963,2,7,0,1,2,0,1,0,0,40,0,0
51,0,185490,3,9,1,3,3,0,0,0,0,40,0,0
22,0,228411,1,10,2,4,3,0,1,0,0,35,0,0
28,0,230856,1,10,2,5,3,4,0,3325,0,50,0,0
22,0,119359,0,13,2,4,1,1,0,0,0,40,0,0
45,0,233799,11,2,0,7,2,0,1,0,0,40,20,0
34,0,203488,3,9,2,1,3,0,1,0,0,40,0,0
19,0,108147,1,10,2,8,1,0,0,0,0,15,0,0
27,4,247507,0,13,2,5,1,0,1,0,0,35,0,0
42,0,202565,11,2,0,7,2,0,1,0,0,40,16,0
27,0,200802,1,10,2,0,3,0,0,0,0,40,0,0
35,0,24126,1,10,1,4,5,0,0,0,0,40,0,0
49,1,181717,0,13,0,4,0,0,0,0,0,7,0,1
21,0,286824,1,10,2,6,1,0,1,0,0,12,0,0
33,0,235847,4,15,0,4,0,0,0,0,0,40,0,1
26,0,108658,3,9,2,7,3,0,1,0,0,40,0,0
46,2,120131,4,15,0,5,2,0,1,99999,0,60,0,1
32,0,240888,5,12,1,8,5,0,0,0,0,40,0,0
46,0,204379,0,13,1,4,3,0,0,0,0,37,0,0
25,0,179462,8,4,2,6,5,0,1,0,0,40,0,0
31,0,295697,3,9,3,2,5,4,0,0,0,40,0,0
23,0,374474,3,9,2,2,1,0,0,0,0,35,0,0
45,3,88564,1,10,0,4,2,0,1,7688,0,40,0,1
47,3,38819,0,13,0,12,2,0,1,0,0,45,0,1
57,0,173796,3,9,0,10,2,0,1,0,1887,40,0,1
22,0,190290,1,10,2,5,1,0,1,0,0,65,0,0
72,0,76206,7,5,0,3,2,0,1,0,0,16,0,0
70,0,113401,12,6,4,3,3,0,0,0,0,40,0,0
22,0,177526,3,9,2,1,1,0,1,2907,0,30,0,0
34,0,256362,3,9,0,8,2,0,1,0,0,40,16,1
63,1,217715,14,3,2,3,3,0,0,0,0,3,0,0
38,2,141584,3,9,1,3,5,0,1,0,0,55,0,0
62,3,52765,7,5,1,2,5,0,0,0,0,40,0,0
17,0,235661,12,6,2,5,1,0,0,0,0,30,0,0
61,4,153264,3,9,4,0,3,0,0,0,0,40,0,0
31,0,156464,0,13,2,5,1,0,1,0,0,25,0,0
55,0,160662,13,16,0,4,2,0,1,0,0,80,0,1
43,0,240124,6,11,0,1,2,0,1,0,0,40,0,0
36,0,169926,3,9,1,3,3,0,0,0,0,40,0,0
73,0,132737,12,6,2,5,3,0,1,0,0,4,0,0
46,0,123053,10,14,0,4,2,1,1,0,0,50,8,1
38,0,136137,1,10,0,4,4,0,1,0,0,50,0,1
28,4,168524,10,14,0,5,0,0,0,7688,0,35,0,1
47,4,183486,0,13,0,5,0,0,0,0,0,50,0,1
26,0,330695,1,10,0,7,2,0,1,0,0,40,0,0
20,0,94057,1,10,2,2,1,0,1,0,0,15,0,0
40,0,375603,3,9,1,8,5,4,1,0,0,40,0,0
32,4,29235,1,10,0,12,0,0,0,0,0,40,23,1
48,1,265477,5,12,0,5,2,0,1,0,0,40,0,0
23,0,138513,3,9,2,6,3,0,1,0,0,40,0,0
43,0,215624,1,10,0,6,2,1,1,0,0,40,19,0
37,0,108366,0,13,2,10,3,0,1,0,0,46,0,0
30,0,149531,1,10,0,3,2,0,1,0,0,40,0,0
26,0,164018,0,13,0,3,2,0,1,4064,0,50,0,0
24,0,113466,3,9,2,3,3,0,1,0,0,40,0,0
47,4,178309,1,10,1,5,3,0,0,0,0,40,0,0
25,0,149875,0,13,4,4,3,0,0,0,0,40,0,0
52,3,424012,1,10,1,4,3,0,0,0,0,40,0,0
19,0,109938,2,7,0,5,0,1,0,0,0,40,25,0
24,0,83783,8,4,2,5,3,0,0,0,0,25,0,0
23,0,120068,6,11,0,6,2,0,1,0,0,40,0,0
37,0,195189,1,10,1,2,5,4,0,0,0,40,0,0
49,4,59612,10,14,0,5,2,0,1,0,0,40,0,1
34,0,178623,0,13,0,5,0,4,0,0,0,35,0,0
30,0,175455,3,9,2,2,1,0,0,0,0,40,0,0
20,1,105997,1,10,2,3,3,0,0,0,0,25,0,0
19,0,389942,3,9,2,3,3,0,1,0,0,40,0,0
30,0,78530,3,9,2,6,3,0,1,0,0,40,0,0
50,0,65408,3,9,0,1,2,0,1,0,0,50,0,1
33,0,236396,0,13,0,3,2,0,1,0,1902,55,0,1
38,0,372484,2,7,2,2,1,4,0,0,0,40,0,0
34,0,609789,3,9,0,2,2,0,1,0,0,30,0,0
59,0,179078,3,9,4,5,5,4,0,0,0,40,0,0
35,0,110668,3,9,0,7,0,4,0,0,0,35,0,0
35,0,112341,6,11,5,7,3,4,1,0,0,40,0,0
36,0,170376,3,9,0,7,2,0,1,0,1887,40,0,1
21,0,45607,1,10,2,2,1,0,0,0,0,40,0,0
17,0,52012,2,7,2,2,1,0,0,0,0,15,0,0
52,0,98752,7,5,4,8,5,0,0,0,0,40,0,0
36,5,112497,0,13,1,5,3,0,1,0,1876,44,0,0
40,0,192381,1,10,0,1,2,0,1,0,0,50,0,1
24,0,153542,1,10,2,3,4,0,1,0,0,35,0,0
67,1,217892,13,16,0,5,2,0,1,10605,0,35,0,1
63,0,268965,9,8,4,3,5,0,0,0,0,40,0,0
64,4,84737,3,9,0,2,2,1,1,0,0,35,0,1
28,0,195000,0,13,2,3,4,0,0,0,0,45,0,0
23,0,180339,3,9,3,2,5,0,0,0,0,40,0,0
19,0,180917,3,9,2,2,5,0,0,0,0,40,0,0
46,4,326292,10,14,0,4,2,0,1,0,0,40,0,1
23,0,207066,12,6,2,2,3,0,1,0,0,30,0,0
19,0,260265,3,9,2,8,1,0,1,0,0,50,0,0
32,0,162604,3,9,2,7,4,4,1,0,0,40,0,0
28,0,212068,0,13,2,3,3,0,1,0,1980,40,0,0
35,0,297697,1,10,0,10,2,1,1,0,0,40,0,0
25,0,124111,3,9,2,2,3,0,0,0,0,38,0,0
20,0,210781,1,10,2,8,1,0,0,0,0,35,0,0
36,0,143123,0,13,0,3,2,0,1,0,1902,40,0,1
74,0,95630,7,5,0,5,2,0,1,0,0,10,0,0
31,0,233371,3,9,0,5,0,4,0,0,0,45,0,0
44,0,153489,3,9,2,2,5,0,1,0,0,40,0,0
32,0,209103,3,9,0,10,2,0,1,0,0,20,0,1
27,0,219863,3,9,0,10,2,0,1,0,0,40,0,0
43,0,173728,0,13,3,5,5,0,0,0,0,40,0,0
23,0,142566,3,9,2,1,1,0,1,0,0,40,0,0
28,4,229656,10,14,0,4,0,0,0,0,1485,40,0,1
56,0,318450,10,14,0,8,2,0,1,0,0,80,0,1
31,0,187215,3,9,2,11,3,0,0,0,0,40,36,0
27,0,213921,3,9,2,2,1,0,1,0,0,40,20,0
42,5,60949,10,14,2,5,3,0,1,0,0,45,0,0
26,0,164488,0,13,2,5,3,0,1,13550,0,50,0,1
51,0,384248,1,10,1,4,5,4,0,0,0,50,0,0
33,0,205649,5,12,5,1,3,0,1,0,0,20,0,0
41,0,279297,3,9,2,3,3,4,0,0,0,60,0,0
29,0,380560,7,5,0,7,2,0,1,0,0,40,20,0
52,0,224198,3,9,1,3,3,0,0,0,0,48,0,0
21,0,161930,3,9,2,5,1,4,0,0,1504,30,0,0
34,0,146161,0,13,0,5,2,0,1,0,0,60,0,1
26,0,29488,4,15,2,5,3,0,1,0,0,40,0,1
21,0,344891,1,10,2,8,1,1,1,0,0,20,0,0
27,0,130438,3,9,2,7,3,0,1,0,0,40,0,0
49,1,155659,14,3,0,2,2,0,1,0,0,40,0,1
26,0,147638,0,13,2,8,4,1,0,0,0,40,39,0
18,0,274746,3,9,2,5,5,0,0,0,0,20,0,0
36,5,25806,13,16,0,5,2,1,1,0,0,40,11,0
22,0,100188,1,10,2,5,1,0,0,0,0,20,0,0
24,0,30656,3,9,2,6,3,0,1,0,0,20,0,0
52,0,87205,3,9,1,2,3,0,0,0,0,38,0,0
40,5,258589,10,14,2,1,3,0,1,0,0,80,0,0
22,0,64292,1,10,2,8,1,0,0,0,0,37,0,0
61,0,227468,3,9,1,8,5,4,0,0,0,40,0,0
54,1,99902,1,10,0,1,2,0,1,0,0,40,22,1
38,2,186845,0,13,0,1,2,0,1,0,0,40,0,0
30,0,19847,1,10,1,0,1,0,0,0,0,40,0,0
22,0,61850,3,9,2,2,3,0,0,0,0,40,0,0
58,0,129632,3,9,2,5,3,0,0,0,0,4,0,0
34,0,424988,3,9,0,1,2,0,1,0,0,45,0,0
38,0,227794,0,13,2,8,3,4,1,0,0,40,0,0
45,0,80430,3,9,1,2,3,0,0,0,0,40,0,0
48,5,31141,1,10,0,12,2,0,1,0,1902,40,0,1
18,0,30246,1,10,2,5,1,0,0,0,0,20,0,0
23,0,41721,6,11,0,1,2,0,1,0,0,55,0,1
59,0,102058,11,2,0,5,2,0,1,0,0,45,21,0
49,4,149210,0,13,0,12,2,4,1,15024,0,40,0,1
37,0,234901,1,10,0,3,2,0,1,0,0,50,5,1
22,0,440934,1,10,2,3,5,0,1,0,0,40,0,0
49,2,26502,0,13,1,5,5,0,1,6497,0,45,0,0
47,0,168337,3,9,0,7,2,0,1,0,0,48,0,1
56,0,143030,3,9,1,1,5,0,0,0,0,40,0,0
55,0,249072,3,9,0,10,2,0,1,0,0,60,0,0
33,0,160776,6,11,1,5,3,0,0,0,0,40,23,0
67,1,345236,0,13,0,4,2,0,1,0,0,55,0,0
43,0,122975,3,9,0,7,0,4,0,0,0,21,37,0
70,1,177806,6,11,0,9,2,0,1,0,0,40,0,0
40,0,272343,3,9,0,8,0,0,0,0,0,40,0,1
55,0,176904,12,6,0,10,2,0,1,0,0,50,0,0
44,1,157237,6,11,0,5,2,0,1,15024,0,50,0,1
39,5,24721,1,10,1,8,5,0,0,0,0,35,0,0
52,1,156882,1,10,0,3,2,2,1,0,0,40,0,0
31,0,162572,0,13,0,4,2,0,1,0,0,40,0,0
26,0,156805,1,10,0,7,2,4,1,0,0,40,0,0
23,0,52262,6,11,0,1,2,0,1,0,0,40,0,0
70,0,89787,3,9,0,5,2,0,1,0,0,20,0,0
39,0,315776,10,14,2,4,3,4,1,8614,0,52,0,1
49,2,195727,3,9,0,3,2,0,1,0,0,40,0,0
36,0,193815,1,10,0,1,2,0,1,0,0,50,0,1
29,0,244566,3,9,1,7,5,0,1,0,0,40,0,0
21,0,199915,1,10,2,2,1,0,0,0,0,40,0,0
33,0,37232,1,10,2,1,3,0,1,0,0,80,0,0
25,0,121102,5,12,2,0,3,0,0,0,2001,30,0,0
55,0,112529,14,3,2,10,3,4,1,0,0,40,0,0
35,0,297485,0,13,1,4,5,0,0,0,0,40,0,0
52,0,224198,3,9,1,3,3,0,0,0,0,51,0,0
48,0,155781,0,13,1,5,3,0,1,0,2231,30,0,1
51,0,312477,1,10,0,10,2,0,1,3908,0,40,0,0
52,0,287575,3,9,3,5,5,0,1,0,0,40,0,0
30,0,402089,1,10,1,8,3,0,0,0,0,55,0,0
38,0,38145,3,9,0,3,2,0,1,0,0,44,0,0
18,0,240747,3,9,2,7,1,0,0,0,0,40,24,0
59,1,170411,8,4,0,10,2,0,1,0,0,40,0,0
55,0,314592,3,9,0,1,2,0,1,0,0,40,0,1
23,0,238917,14,3,2,6,4,0,1,0,0,40,36,0
61,0,202202,3,9,2,8,3,0,0,0,0,40,0,0
34,4,246104,10,14,0,5,2,4,1,0,0,40,0,0
25,0,131341,3,9,2,9,3,0,1,0,0,36,12,0
53,0,23686,0,13,1,4,3,0,0,0,1741,40,0,0
58,1,121912,6,11,0,1,2,0,1,0,0,42,0,0
18,0,179203,1,10,2,3,1,0,0,0,0,20,0,0
31,0,170430,4,15,2,5,3,0,0,0,0,80,0,0
24,0,254293,0,13,2,4,3,0,1,2174,0,45,0,0
60,0,320422,1,10,1,0,3,0,0,6849,0,50,0,0
21,0,44793,1,10,2,8,3,0,1,0,0,65,0,0
37,3,40955,1,10,2,2,1,0,1,0,0,40,8,0
23,0,462294,5,12,2,2,1,4,1,0,0,44,0,0
40,0,397346,5,12,1,5,3,0,1,0,0,40,0,0
34,4,177675,1,10,2,12,3,0,1,0,0,50,0,1
40,4,261497,3,9,0,1,2,4,1,0,0,35,0,0
52,0,98980,3,9,1,10,3,0,1,0,0,40,0,0
40,1,29702,3,9,2,9,1,0,1,0,0,85,0,0
17,4,182070,2,7,2,2,1,0,0,0,0,16,0,0
26,0,242768,0,13,2,5,3,0,1,0,0,38,0,0
27,0,153589,7,5,3,1,3,0,1,0,0,40,0,0
19,0,41609,1,10,2,5,1,0,1,0,0,10,0,0
43,3,347720,0,13,2,0,3,0,1,0,0,50,0,0
30,3,97355,1,10,3,5,3,0,0,0,0,40,0,0
31,0,139822,3,9,0,8,0,0,0,0,0,40,0,1
26,0,463194,3,9,0,1,2,0,1,0,0,40,0,0
25,0,194342,3,9,2,7,1,0,1,0,0,40,0,0
46,1,265097,3,9,0,1,2,0,1,0,0,40,5,0
26,0,192302,1,10,0,4,0,0,0,0,0,25,0,0
74,0,159138,3,9,4,2,3,0,0,0,0,12,0,0
63,0,203783,3,9,1,5,3,0,0,0,0,72,0,0
17,0,303317,2,7,2,5,1,0,1,0,0,40,0,0
46,0,165468,1,10,0,1,2,0,1,0,0,50,0,1
33,0,131934,3,9,1,4,3,0,0,0,0,45,0,0
32,0,116138,10,14,2,0,3,1,1,0,0,11,27,0
65,1,226215,0,13,0,3,2,0,1,0,0,15,0,0
44,0,209093,0,13,2,5,3,0,1,0,0,40,0,0
19,0,115248,1,10,2,8,3,1,1,0,0,40,19,0
25,0,324609,3,9,2,8,3,4,1,0,0,40,0,0
55,0,173504,1,10,0,2,2,0,1,0,0,50,0,1
17,0,806316,2,7,2,5,1,0,0,0,0,20,0,0
60,0,191188,3,9,0,10,2,0,1,0,0,40,0,0
46,4,172822,3,9,0,10,2,0,1,0,0,40,0,0
20,0,124242,1,10,2,5,1,0,0,0,0,40,0,0
37,4,161111,3,9,5,2,5,0,0,0,0,10,0,0
36,0,32709,1,10,1,3,3,0,0,3325,0,45,0,0
